,id,stateabb,ccode,year,milex,milper,irst,pec,tpop,upop,cinc,version
3767,3767,UKG,200,1849,12008,203,2170,56525,27714,4435,0.30476904,2011
3768,3768,UKG,200,1850,11606,201,2250,59236,27524,4533,0.30417126,2011
3769,3769,UKG,200,1851,10941,198,2500,61848,27393,4633,0.3054942,2011
3770,3770,UKG,200,1852,10132,201,2700,64765,27448,4734,0.29861397,2011
3771,3771,UKG,200,1853,9140,213,2900,67382,27542,4838,0.28743204,2011
3772,3772,UKG,200,1854,76329,234,3119,70914,27658,4943,0.33608904,2011
3773,3773,UKG,200,1855,36520,329,3270,71561,27822,5052,0.29753003,2011
3774,3774,UKG,200,1856,32369,382,3644,73272,28011,5162,0.29569957,2011
3775,3775,UKG,200,1857,18866,272,3718,75317,28187,5275,0.2900489,2011
3776,3776,UKG,200,1858,19531,292,3511,73912,28390,5391,0.2895613,2011
3777,3777,UKG,200,1859,24324,315,3773,75908,28591,5509,0.29049847,2011
3778,3778,UKG,200,1860,25007,347,3888,80738,28778,5629,0.27644563,2011
3779,3779,UKG,200,1861,26032,316,3772,81520,28976,5753,0.25838923,2011
3780,3780,UKG,200,1862,23575,305,4006,82989,29245,5891,0.25059426,2011
3781,3781,UKG,200,1863,22204,312,4582,87608,29471,6033,0.25099146,2011
3782,3782,UKG,200,1864,21878,290,4845,90450,29681,6178,0.24339506,2011
3783,3783,UKG,200,1865,20976,296,4882,93014,29925,6327,0.2564121,2011
3784,3784,UKG,200,1866,20828,286,4597,95236,30148,6479,0.2482816,2011
3785,3785,UKG,200,1867,26133,283,4837,95812,30409,6635,0.2531385,2011
3786,3786,UKG,200,1868,27264,279,5050,97358,30690,6795,0.2531005,2011
3787,3787,UKG,200,1869,22194,270,5533,100633,30978,6958,0.24635541,2011
3788,3788,UKG,200,1870,19917,257,6059,103698,31257,7126,0.24163413,2011
3789,3789,UKG,200,1871,16177,241,6733,108646,31556,7298,0.24156334,2011
3790,3790,UKG,200,1872,19853,254,6850,112120,31874,7490,0.23775452,2011
3791,3791,UKG,200,1873,20867,252,6671,117821,32177,7688,0.2324554,2011
3792,3792,UKG,200,1874,20839,248,6087,115524,32501,7892,0.23162983,2011
3793,3793,UKG,200,1875,21098,245,6467,120906,32839,8100,0.23551512,2011
3794,3794,UKG,200,1876,22307,244,6661,120198,33200,8315,0.23495723,2011
3795,3795,UKG,200,1877,25051,251,6715,121069,33576,8534,0.23322026,2011
3796,3796,UKG,200,1878,25926,261,6483,119929,33943,8760,0.2282531,2011
3797,3797,UKG,200,1879,25121,260,6091,120249,34304,8992,0.22366062,2011
3798,3798,UKG,200,1880,21448,248,7873,131039,34623,9229,0.21847081,2011
3799,3799,UKG,200,1881,22350,247,8275,138269,34934,9474,0.21647711,2011
3800,3800,UKG,200,1882,24028,247,8725,139087,35206,9652,0.21167623,2011
3801,3801,UKG,200,1883,24410,239,8666,144374,35450,9834,0.21137862,2011
3802,3802,UKG,200,1884,27051,240,7937,140583,35724,10019,0.20805319,2011
3803,3803,UKG,200,1885,38021,256,7534,139339,36015,10208,0.2157365,2011
3804,3804,UKG,200,1886,29412,265,7122,137935,36313,10400,0.20053303,2011
3805,3805,UKG,200,1887,27740,273,7681,141800,36598,10597,0.19465719,2011
3806,3806,UKG,200,1888,27136,273,8127,147484,36881,10796,0.18865056,2011
3807,3807,UKG,200,1889,28990,275,8457,152628,37178,11000,0.18929829,2011
3808,3808,UKG,200,1890,29602,278,8031,156388,37485,11207,0.17947489,2011
3809,3809,UKG,200,1891,29742,281,7525,158759,37802,11419,0.17837462,2011
3810,3810,UKG,200,1892,31871,288,6817,156213,38134,11634,0.17299923,2011
3811,3811,UKG,200,1893,29824,294,7089,139713,38490,11854,0.17039311,2011
3812,3812,UKG,200,1894,33168,302,7546,159644,38859,12078,0.17792574,2011
3813,3813,UKG,200,1895,35743,309,7827,161765,39221,12306,0.17192414,2011
3814,3814,UKG,200,1896,35253,315,8799,165596,39599,12538,0.17365743,2011
3815,3815,UKG,200,1897,35187,319,8937,170127,39987,12775,0.16582127,2011
3816,3816,UKG,200,1898,38741,331,8748,170616,40381,13017,0.15743132,2011
3817,3817,UKG,200,1899,63547,331,9572,183524,40774,13263,0.16864486,2011
3818,3818,UKG,200,1900,119587,487,4980,185652,41155,13513,0.17752758,2011
3819,3819,UKG,200,1901,116896,521,4983,181916,41538,13769,0.17421079,2011
3820,3820,UKG,200,1902,93419,489,4988,188800,41893,13932,0.16125357,2011
3821,3821,UKG,200,1903,66400,416,5115,189999,42247,14098,0.14297678,2011
3822,3822,UKG,200,1904,59715,409,5108,190787,42610,14266,0.13484053,2011
3823,3823,UKG,200,1905,55604,394,5905,193559,42981,14435,0.12066734,2011
3824,3824,UKG,200,1906,53899,384,6566,200326,43360,14607,0.12337847,2011
3825,3825,UKG,200,1907,53207,369,6628,209252,43736,14781,0.12187503,2011
3826,3826,UKG,200,1908,51755,364,5381,204564,44124,14957,0.12142919,2011
3827,3827,UKG,200,1909,56532,381,5976,206119,44520,15135,0.11707886,2011
3828,3828,UKG,200,1910,61417,372,6476,208082,44916,15315,0.11631605,2011
3829,3829,UKG,200,1911,65309,376,6566,212663,45286,17502,0.11844888,2011
3830,3830,UKG,200,1912,67957,523,6905,202129,45436,17618,0.11680599,2011
3831,3831,UKG,200,1913,67734,533,7787,220455,45648,17768,0.11274751,2011
3832,3832,UKG,200,1914,1678843,532,7971,213992,46048,17852,0.13790944,2011
3833,3833,UKG,200,1915,4651398,4350,8687,216482,44333,17967,0.15022437,2011
3834,3834,UKG,200,1916,6213396,,9136,224058,43710,18084,0.15320748,2011
3835,3835,UKG,200,1917,7600458,4430,9873,221636,43280,18196,0.14989476,2011
3836,3836,UKG,200,1918,8104264,4222,9692,206733,43116,18271,0.14279717,2011
3837,3837,UKG,200,1919,745209,1333,8021,201771,44599,18356,0.11094158,2011
3838,3838,UKG,200,1920,1475661,596,9212,213247,46472,18412,0.12763593,2011
3839,3839,UKG,200,1921,824711,448,3762,148471,47168,18563,0.09818858,2011
3840,3840,UKG,200,1922,549008,368,5975,196303,44372,18539,0.09451041,2011
3841,3841,UKG,200,1923,584227,337,8618,207379,44596,18518,0.09904598,2011
3842,3842,UKG,200,1924,584242,337,8333,217763,44915,18497,0.10715396,2011
3843,3843,UKG,200,1925,580411,342,7504,204764,45059,18474,0.09558408,2011
3844,3844,UKG,200,1926,562657,341,3654,118535,45232,18449,0.07743734,2011
3845,3845,UKG,200,1927,567952,338,9243,215511,45389,18425,0.09108823,2011
3846,3846,UKG,200,1928,542969,330,8657,202956,45578,18401,0.0830257,2011
3847,3847,UKG,200,1929,534694,325,9791,213880,45672,18379,0.081035264,2011
3848,3848,UKG,200,1930,512181,318,7444,207452,45866,18347,0.078413725,2011
3849,3849,UKG,200,1931,489350,319,5286,194351,46074,18316,0.07821424,2011
3850,3850,UKG,200,1932,326642,317,5345,187893,46335,18285,0.08267581,2011
3851,3851,UKG,200,1933,333267,316,7138,187014,46520,18264,0.07948724,2011
3852,3852,UKG,200,1934,540015,318,8992,202870,46666,18237,0.08042786,2011
3853,3853,UKG,200,1935,646350,321,10017,206553,46869,18199,0.07402753,2011
3854,3854,UKG,200,1936,892341,336,11974,218275,47081,18143,0.076583385,2011
3855,3855,UKG,200,1937,1245603,350,13192,225477,47289,18285,0.077035435,2011
3856,3856,UKG,200,1938,1863997,376,10565,218151,48404,18350,0.077787034,2011
3857,3857,UKG,200,1939,7895671,394,13433,219686,47762,18429,0.09968365,2011
3858,3858,UKG,200,1940,9948329,1020,13183,232740,48226,18502,0.09495714,2011
3859,3859,UKG,200,1941,11280839,2300,12510,228173,48216,18579,0.09925472,2011
3860,3860,UKG,200,1942,13478623,3390,13150,224075,48400,18601,0.09358723,2011
3861,3861,UKG,200,1943,15376590,4145,13240,225114,48789,18643,0.08737932,2011
3862,3862,UKG,200,1944,16254371,4900,12337,228152,49016,18687,0.083234124,2011
3863,3863,UKG,200,1945,17002048,5090,12014,210425,49182,18705,0.08799042,2011
3864,3864,UKG,200,1946,17753616,2053,12899,214896,49217,18754,0.11617274,2011
3865,3865,UKG,200,1947,6656196,1302,12929,223696,49520,18809,0.09121818,2011
3866,3866,UKG,200,1948,3438984,847,15116,233072,50026,18852,0.075426005,2011
3867,3867,UKG,200,1949,3137333,770,15803,237129,50324,18907,0.07078757,2011
3868,3868,UKG,200,1950,2376154,689,16554,190014,50616,18995,0.061348703,2011
3869,3869,UKG,200,1951,3215782,826,15889,211603,50562,19176,0.05853452,2011
3870,3870,UKG,200,1952,4340931,872,16681,214654,50723,19098,0.057508342,2011
3871,3871,UKG,200,1953,4582745,865,17891,221983,50862,19002,0.0560323,2011
3872,3872,UKG,200,1954,4409778,839,18817,226613,51046,18997,0.05651408,2011
3873,3873,UKG,200,1955,4363684,809,20108,232194,51199,18924,0.050592918,2011
3874,3874,UKG,200,1956,4527611,761,20990,232317,51406,18874,0.0492237,2011
3875,3875,UKG,200,1957,4383177,702,22047,226407,51632,18824,0.04731892,2011
3876,3876,UKG,200,1958,4469098,614,19880,221539,51842,18771,0.045203067,2011
3877,3877,UKG,200,1959,4452225,565,20510,216779,52128,18717,0.042031895,2011
3878,3878,UKG,200,1960,4633255,519,24695,235677,52372,18674,0.04233434,2011
3879,3879,UKG,200,1961,4791138,475,22441,241081,52807,18648,0.040090885,2011
3880,3880,UKG,200,1962,5092642,475,20820,240903,53292,18627,0.03768918,2011
3881,3881,UKG,200,1963,5239560,450,22880,247799,53625,18602,0.03713225,2011
3882,3882,UKG,200,1964,5592841,435,26643,248282,53991,18908,0.03688367,2011
3883,3883,UKG,200,1965,5832633,425,27421,254766,54350,21343,0.037077088,2011
3884,3884,UKG,200,1966,6032499,425,27686,256902,54643,21939,0.035364255,2011
3885,3885,UKG,200,1967,6348674,425,24257,244888,54959,22097,0.03270355,2011
3886,3886,UKG,200,1968,5611164,410,26255,313904,55214,22252,0.03224675,2011
3887,3887,UKG,200,1969,5489866,390,26822,330825,55461,22407,0.030919744,2011
3888,3888,UKG,200,1970,5866538,390,28291,347407,55632,21935,0.030100347,2011
3889,3889,UKG,200,1971,6853483,370,24153,359144,55928,21462,0.0290272,2011
3890,3890,UKG,200,1972,8151113,370,25293,349523,56097,21362,0.028456321,2011
3891,3891,UKG,200,1973,8612065,377,26594,366779,56223,21322,0.0276301,2011
3892,3892,UKG,200,1974,9730994,359,22323,354731,56236,34334,0.028552137,2011
3893,3893,UKG,200,1975,11475228,348,20098,342314,56226,34667,0.028055243,2011
3894,3894,UKG,200,1976,11076590,337,22274,349764,56216,35000,0.027410002,2011
3895,3895,UKG,200,1977,11886891,326,20411,346357,56190,34921,0.026294015,2011
3896,3896,UKG,200,1978,14618042,320,20311,352032,56178,34831,0.026024332,2011
3897,3897,UKG,200,1979,19175649,324,21464,366384,56240,34741,0.026726052,2011
3898,3898,UKG,200,1980,26757385,330,11277,337510,56330,34994,0.025267087,2011
3899,3899,UKG,200,1981,25691234,341,15573,319707,56352,35247,0.025179429,2011
3900,3900,UKG,200,1982,24169041,335,13704,309737,56318,35501,0.023727851,2011
3901,3901,UKG,200,1983,24873196,333,14986,312818,56377,35754,0.023615718,2011
3902,3902,UKG,200,1984,23294855,336,15121,284477,56506,36007,0.022145307,2011
3903,3903,UKG,200,1985,24200000,334,15722,318498,56685,36260,0.022880144,2011
3904,3904,UKG,200,1986,27344000,331,14725,325916,56852,40788,0.023358725,2011
3905,3905,UKG,200,1987,31774000,328,17414,334223,57009,45315,0.024666367,2011
3906,3906,UKG,200,1988,31910000,324,18950,336596,57158,45914,0.024329493,2011
3907,3907,UKG,200,1989,31270000,318,18744,343703,57358,46507,0.025360368,2011
3908,3908,UKG,200,1990,38520000,308,16464,333429,57561,46950,0.025162945,2011
3909,3909,UKG,200,1991,40430000,301,16632,345284,57801,46681,0.026312562,2011
3910,3910,UKG,200,1992,42330000,293,16008,341540,58006,47761,0.027372237,2011
3911,3911,UKG,200,1993,34020000,271,16464,346078,58191,48842,0.025529299,2011
3912,3912,UKG,200,1994,35409000,257,17286,347376,58395,49922,0.02491824,2011
3913,3913,UKG,200,1995,33406000,233,17604,349363,58606,48440,0.0236313,2011
3914,3914,UKG,200,1996,35266000,221,17992,367380,58801,52148,0.024049388,2011
3915,3915,UKG,200,1997,35736000,218,18501,359898,58200,52320,0.023832817,2011
3916,3916,UKG,200,1998,38093000,218,17315,361161,58649,52493,0.024121238,2011
3917,3917,UKG,200,1999,36368000,218,16298,360862,58744,52666,0.02315767,2011
3918,3918,UKG,200,2000,35655000,212,15155,370218,58830,52956,0.022193138,2011
3919,3919,UKG,200,2001,34714000,211,13543,364927,59113,53247,0.021352546,2011
3920,3920,UKG,200,2002,38141000,210,11667,362691,59432,25594,0.01929987,2011
3921,3921,UKG,200,2003,43311000,213,13268,367800,59698,25823,0.019159278,2011
3922,3922,UKG,200,2004,50120000,209,13766,374852,59984,26055,0.019198142,2011
3923,3923,UKG,200,2005,56922000,206,13239,368764,60291,26290,0.019950917,2011
3924,3924,UKG,200,2006,59926000,217,13871,360640,60621,26828,0.019684006,2011
3925,3925,UKG,200,2007,63258000,191,14317,356785,60970,27371,0.018880192,2011
3926,3926,UKG,200,2008,60794000,181,13521,355688,61333,27618,0.017450482,2011
3927,3927,UKG,200,2009,59131000,160,10079,326613,61701,27866,0.016216155,2011
3928,3928,UKG,200,2010,57796000,175,9709,337395,62066,28118,0.01563422,2011
3929,3929,UKG,200,2011,59978000,178,9478,314574,62427,28674,0.015246227,2011
3930,3930,UKG,200,2012,61274000,174,9579,315502,62783,28933,0.015276988,2011
3931,3931,IRE,205,1922,33046,22,0,2370,3022,270,0.0025103937,2011
3932,3932,IRE,205,1923,51771,20,0,2370,3014,281,0.0032451511,2011
3933,3933,IRE,205,1924,17781,20,0,2521,3005,292,0.0023866342,2011
3934,3934,IRE,205,1925,14462,18,0,2275,2985,304,0.0020266548,2011
3935,3935,IRE,205,1926,14390,12,0,1784,2972,394,0.0018959577,2011
3936,3936,IRE,205,1927,9219,13,0,2537,2957,402,0.0017400888,2011
3937,3937,IRE,205,1928,7314,10,0,2444,2944,411,0.0015189702,2011
3938,3938,IRE,205,1929,5820,7,0,2508,2937,424,0.0013669835,2011
3939,3939,IRE,205,1930,5355,6,0,2555,2927,432,0.0013228896,2011
3940,3940,IRE,205,1931,5825,6,0,2470,2933,439,0.0013487748,2011
3941,3941,IRE,205,1932,4117,6,0,2362,2949,443,0.0013414619,2011
3942,3942,IRE,205,1933,4034,6,0,2325,2962,459,0.0013000527,2011
3943,3943,IRE,205,1934,6650,6,0,2401,2971,464,0.0012841672,2011
3944,3944,IRE,205,1935,6429,6,0,2311,2971,469,0.0011772204,2011
3945,3945,IRE,205,1936,6958,6,0,2548,2963,473,0.0011780518,2011
3946,3946,IRE,205,1937,7415,6,0,2642,2950,475,0.0011288148,2011
3947,3947,IRE,205,1938,8313,6,0,2571,2940,477,0.0011059465,2011
3948,3948,IRE,205,1939,10942,8,0,2972,2930,482,0.0011012742,2011
3949,3949,IRE,205,1940,17684,8,0,2856,2960,488,0.001042149,2011
3950,3950,IRE,205,1941,19463,8,0,1567,2990,490,0.000951026,2011
3951,3951,IRE,205,1942,24987,9,0,1115,2960,492,0.0008939109,2011
3952,3952,IRE,205,1943,28391,10,0,1086,2950,495,0.00087686104,2011
3953,3953,IRE,205,1944,31269,10,0,795,2940,497,0.0008082859,2011
3954,3954,IRE,205,1945,34923,11,0,994,2950,503,0.0008133523,2011
3955,3955,IRE,205,1946,37842,11,6,1367,2960,506,0.0010709999,2011
3956,3956,IRE,205,1947,23359,11,9,1609,2970,508,0.0009736666,2011
3957,3957,IRE,205,1948,18083,11,16,1811,2985,512,0.00095675926,2011
3958,3958,IRE,205,1949,18123,13,16,1754,2981,515,0.00091357296,2011
3959,3959,IRE,205,1950,13714,13,16,3133,2969,519,0.00097200443,2011
3960,3960,IRE,205,1951,16233,13,14,3289,2961,522,0.00092526997,2011
3961,3961,IRE,205,1952,20857,13,15,3058,2953,524,0.0008529272,2011
3962,3962,IRE,205,1953,25007,13,16,2943,2949,527,0.00082810805,2011
3963,3963,IRE,205,1954,23609,13,15,2689,2941,528,0.00078319106,2011
3964,3964,IRE,205,1955,22556,13,18,3106,2921,530,0.0007488863,2011
3965,3965,IRE,205,1956,22147,13,19,2607,2898,545,0.00070659607,2011
3966,3966,IRE,205,1957,22556,13,22,2553,2885,559,0.0006927769,2011
3967,3967,IRE,205,1958,23315,13,25,2210,2853,574,0.0006672544,2011
3968,3968,IRE,205,1959,24096,13,23,4218,2846,588,0.000733399,2011
3969,3969,IRE,205,1960,25756,13,30,4868,2832,603,0.0007394829,2011
3970,3970,IRE,205,1961,27754,6,28,5180,2818,617,0.00067825854,2011
3971,3971,IRE,205,1962,29478,7,19,5232,2830,632,0.0006595707,2011
3972,3972,IRE,205,1963,31662,8,20,5256,2850,646,0.00064941926,2011
3973,3973,IRE,205,1964,32159,8,53,5476,2864,661,0.000653533,2011
3974,3974,IRE,205,1965,34589,8,53,5439,2876,675,0.00064080895,2011
3975,3975,IRE,205,1966,36425,8,56,4984,2884,690,0.00060510734,2011
3976,3976,IRE,205,1967,39609,8,65,6483,2900,691,0.00063397264,2011
3977,3977,IRE,205,1968,35852,8,68,5220,2922,692,0.00056251895,2011
3978,3978,IRE,205,1969,41478,8,81,5348,2926,692,0.00055299356,2011
3979,3979,IRE,205,1970,51836,8,80,5975,2950,693,0.00054654595,2011
3980,3980,IRE,205,1971,62074,9,80,6095,2978,694,0.00054973894,2011
3981,3981,IRE,205,1972,82812,9,77,5674,3024,691,0.0005344205,2011
3982,3982,IRE,205,1973,95145,10,116,5589,3073,687,0.00053514796,2011
3983,3983,IRE,205,1974,116725,11,110,5727,3124,684,0.0005350867,2011
3984,3984,IRE,205,1975,129971,11,81,5247,3177,681,0.0005134213,2011
3985,3985,IRE,205,1976,129697,14,58,4541,3228,678,0.0004999735,2011
3986,3986,IRE,205,1977,146797,13,47,5153,3272,674,0.0004956345,2011
3987,3987,IRE,205,1978,182342,14,69,4840,3314,671,0.0004982071,2011
3988,3988,IRE,205,1979,250371,14,72,6408,3368,668,0.0005284471,2011
3989,3989,IRE,205,1980,334962,19,2,6231,3401,664,0.00054983125,2011
3990,3990,IRE,205,1981,265172,19,32,5333,3440,661,0.0005131727,2011
3991,3991,IRE,205,1982,333214,21,61,5870,3480,655,0.00054602145,2011
3992,3992,IRE,205,1983,303897,18,141,7266,3504,650,0.0005527354,2011
3993,3993,IRE,205,1984,283419,13,166,7566,3529,644,0.0005120628,2011
3994,3994,IRE,205,1985,295170,14,203,7805,3540,639,0.0005259556,2011
3995,3995,IRE,205,1986,417880,14,208,8035,3541,633,0.00054106687,2011
3996,3996,IRE,205,1987,434520,14,220,9062,3543,627,0.0005441773,2011
3997,3997,IRE,205,1988,386240,13,200,9474,3538,622,0.00051499787,2011
3998,3998,IRE,205,1989,375760,13,324,10003,3515,616,0.00055439613,2011
3999,3999,IRE,205,1990,508210,13,325,10696,3503,611,0.0005726221,2011
4000,4000,IRE,205,1991,512840,13,293,10796,3526,605,0.0005828201,2011
4001,4001,IRE,205,1992,640300,13,257,10860,3549,606,0.000614935,2011
4002,4002,IRE,205,1993,543000,13,326,11132,3574,607,0.0006118704,2011
4003,4003,IRE,205,1994,633000,17,266,11700,3586,607,0.00063492765,2011
4004,4004,IRE,205,1995,688000,17,310,11914,3601,608,0.00064799865,2011
4005,4005,IRE,205,1996,757000,17,341,12717,3626,609,0.00066970877,2011
4006,4006,IRE,205,1997,767000,17,337,13911,3661,611,0.0006825462,2011
4007,4007,IRE,205,1998,737000,17,358,14429,3681,612,0.0006919266,2011
4008,4008,IRE,205,1999,745000,14,335,14117,3705,614,0.0006533568,2011
4009,4009,IRE,205,2000,629000,12,360,16207,3730,616,0.0006277475,2011
4010,4010,IRE,205,2001,623000,10,150,16723,3839,617,0.0005754894,2011
4011,4011,IRE,205,2002,673000,10,0,16513,3936,1006,0.00059905957,2011
4012,4012,IRE,205,2003,803000,10,0,16552,4011,1017,0.00059441227,2011
4013,4013,IRE,205,2004,919000,10,0,16331,4086,1027,0.0005887899,2011
4014,4014,IRE,205,2005,948000,10,0,16865,4158,1037,0.00059652724,2011
4015,4015,IRE,205,2006,1113000,10,0,17155,4226,1048,0.0006087508,2011
4016,4016,IRE,205,2007,1329000,10,0,17996,4291,1061,0.0006249849,2011
4017,4017,IRE,205,2008,1588000,10,0,17842,4352,1074,0.00063117297,2011
4018,4018,IRE,205,2009,1403000,10,0,16368,4410,1087,0.00058902154,2011
4019,4019,IRE,205,2010,1278000,10,0,17397,4468,1100,0.0005695788,2011
4020,4020,IRE,205,2011,1320000,10,0,16541,4523,1114,0.00055637176,2011
4021,4021,IRE,205,2012,1149000,10,0,16961,4576,1127,0.00053774565,2011
4022,4022,NTH,210,1816,2375,26,50,1142,5610,337,0.03991422,2011
4023,4023,NTH,210,1817,2450,27,50,1199,5672,342,0.040566765,2011
4024,4024,NTH,210,1818,2298,27,50,1259,5721,346,0.040477853,2011
4025,4025,NTH,210,1819,2004,27,50,1322,5788,350,0.039386198,2011
4026,4026,NTH,210,1820,1941,27,60,1388,5845,355,0.040109817,2011
4027,4027,NTH,210,1821,1732,27,60,1458,5898,359,0.038703915,2011
4028,4028,NTH,210,1822,1702,27,60,1531,5940,363,0.039189573,2011
4029,4029,NTH,210,1823,1678,28,70,1607,5986,367,0.039456494,2011
4030,4030,NTH,210,1824,1613,28,70,1688,6032,370,0.038766857,2011
4031,4031,NTH,210,1825,1547,28,70,1772,6097,374,0.03831798,2011
4032,4032,NTH,210,1826,1501,28,80,1861,6153,377,0.039812647,2011
4033,4033,NTH,210,1827,1439,29,80,1954,6207,382,0.037911795,2011
4034,4034,NTH,210,1828,1346,29,80,2051,6280,386,0.03756894,2011
4035,4035,NTH,210,1829,1292,29,80,2154,6344,390,0.037107993,2011
4036,4036,NTH,210,1830,2563,30,90,517,6427,393,0.03364375,2011
4037,4037,NTH,210,1831,3431,80,0,543,2707,203,0.022987362,2011
4038,4038,NTH,210,1832,3763,38,0,590,2738,204,0.02156111,2011
4039,4039,NTH,210,1833,3012,38,0,573,2750,205,0.019783022,2011
4040,4040,NTH,210,1834,2542,32,0,526,2771,206,0.018130435,2011
4041,4041,NTH,210,1835,1856,32,0,568,2793,207,0.015906528,2011
4042,4042,NTH,210,1836,1809,32,0,695,2804,208,0.015821895,2011
4043,4043,NTH,210,1837,1785,43,0,722,2826,209,0.01664144,2011
4044,4044,NTH,210,1838,1711,32,0,758,2853,211,0.015278287,2011
4045,4045,NTH,210,1839,1639,32,0,824,2861,212,0.014669918,2011
4046,4046,NTH,210,1840,1522,22,0,933,2880,213,0.013047213,2011
4047,4047,NTH,210,1841,1424,24,0,892,2910,214,0.012445033,2011
4048,4048,NTH,210,1842,1449,26,0,924,2940,215,0.012544447,2011
4049,4049,NTH,210,1843,1356,28,0,872,2970,216,0.012245338,2011
4050,4050,NTH,210,1844,1452,30,0,938,3000,218,0.012682608,2011
4051,4051,NTH,210,1845,1435,32,0,996,3040,219,0.012735645,2011
4052,4052,NTH,210,1846,1411,32,0,1082,3060,220,0.011881429,2011
4053,4053,NTH,210,1847,1438,33,0,1458,3050,221,0.012752856,2011
4054,4054,NTH,210,1848,1417,32,0,1375,3050,222,0.012003434,2011
4055,4055,NTH,210,1849,1416,31,0,1256,3060,224,0.011429237,2011
4056,4056,NTH,210,1850,1322,30,0,1182,3000,235,0.011022341,2011
4057,4057,NTH,210,1851,1346,30,0,1175,3050,246,0.011270929,2011
4058,4058,NTH,210,1852,1336,29,0,1419,3140,259,0.01130323,2011
4059,4059,NTH,210,1853,1359,31,0,1571,3150,272,0.011389285,2011
4060,4060,NTH,210,1854,1374,33,0,2241,3180,285,0.010661469,2011
4061,4061,NTH,210,1855,1616,38,0,1752,3210,300,0.010031117,2011
4062,4062,NTH,210,1856,1631,38,0,1780,3230,315,0.010070983,2011
4063,4063,NTH,210,1857,1617,38,0,1589,3270,331,0.011073322,2011
4064,4064,NTH,210,1858,1658,38,0,1398,3290,347,0.011119149,2011
4065,4065,NTH,210,1859,1646,38,0,1328,3310,365,0.010297509,2011
4066,4066,NTH,210,1860,1775,39,0,1808,3320,367,0.009437249,2011
4067,4067,NTH,210,1861,1853,39,0,1660,3350,370,0.008153016,2011
4068,4068,NTH,210,1862,1612,39,0,2138,3390,372,0.008204872,2011
4069,4069,NTH,210,1863,1790,39,0,1542,3430,375,0.0074593523,2011
4070,4070,NTH,210,1864,1817,39,0,1285,3470,377,0.0068445746,2011
4071,4071,NTH,210,1865,1841,39,0,1451,3510,380,0.008076034,2011
4072,4072,NTH,210,1866,1833,38,0,1593,3540,383,0.008183893,2011
4073,4073,NTH,210,1867,2457,38,0,1527,3570,385,0.008707126,2011
4074,4074,NTH,210,1868,2053,39,0,1603,3610,388,0.008387177,2011
4075,4075,NTH,210,1869,2006,39,0,1651,3610,391,0.008479025,2011
4076,4076,NTH,210,1870,1920,39,0,1836,3600,404,0.007813982,2011
4077,4077,NTH,210,1871,1910,39,0,1849,3630,389,0.0074524363,2011
4078,4078,NTH,210,1872,1990,39,0,1980,3660,433,0.008470866,2011
4079,4079,NTH,210,1873,2199,39,0,1900,3690,448,0.00836218,2011
4080,4080,NTH,210,1874,2339,40,0,1751,3740,464,0.008505038,2011
4081,4081,NTH,210,1875,2683,41,0,2009,3790,480,0.009008871,2011
4082,4082,NTH,210,1876,3147,41,0,2309,3840,497,0.009038329,2011
4083,4083,NTH,210,1877,3073,39,0,2359,3890,515,0.008638629,2011
4084,4084,NTH,210,1878,2991,40,0,2500,3950,533,0.008649228,2011
4085,4085,NTH,210,1879,2634,40,0,2693,4010,552,0.008958124,2011
4086,4086,NTH,210,1880,2759,41,0,2980,4050,569,0.009150055,2011
4087,4087,NTH,210,1881,2669,43,0,2998,4090,597,0.008889157,2011
4088,4088,NTH,210,1882,2769,44,0,3036,4140,605,0.008819649,2011
4089,4089,NTH,210,1883,2855,45,0,3366,4200,624,0.009300784,2011
4090,4090,NTH,210,1884,2811,46,0,3369,4250,643,0.00908781,2011
4091,4091,NTH,210,1885,2661,46,0,3526,4310,663,0.008972677,2011
4092,4092,NTH,210,1886,2669,44,0,3669,4360,684,0.008980196,2011
4093,4093,NTH,210,1887,2736,37,0,3725,4420,705,0.008590553,2011
4094,4094,NTH,210,1888,2787,38,0,4127,4480,727,0.008385382,2011
4095,4095,NTH,210,1889,2889,38,0,4025,4530,767,0.00852081,2011
4096,4096,NTH,210,1890,2881,42,0,3896,4540,780,0.008348572,2011
4097,4097,NTH,210,1891,2923,34,0,4519,4590,812,0.008354581,2011
4098,4098,NTH,210,1892,2927,30,0,4305,4650,830,0.0081373975,2011
4099,4099,NTH,210,1893,3178,29,0,4353,4700,880,0.008311495,2011
4100,4100,NTH,210,1894,3116,29,0,4408,4760,916,0.008140971,2011
4101,4101,NTH,210,1895,3046,29,0,4395,4830,954,0.007963041,2011
4102,4102,NTH,210,1896,3327,29,0,4712,4890,993,0.008236071,2011
4103,4103,NTH,210,1897,3257,29,0,4933,4970,1034,0.007857624,2011
4104,4104,NTH,210,1898,3133,29,0,4872,5040,1076,0.0073922225,2011
4105,4105,NTH,210,1899,3117,29,0,5036,5110,1121,0.007340947,2011
4106,4106,NTH,210,1900,3137,31,0,5543,5160,1142,0.0070613185,2011
4107,4107,NTH,210,1901,3254,31,0,5430,5220,1164,0.007070516,2011
4108,4108,NTH,210,1902,3328,35,0,5443,5300,1186,0.0072028423,2011
4109,4109,NTH,210,1903,3409,31,0,5830,5390,1208,0.0071294573,2011
4110,4110,NTH,210,1904,3595,31,0,6076,5470,1244,0.0070463056,2011
